date_time,carpark_id,available_slots
2025-10-01T00:01:00,HE12,0
2025-10-01T00:01:00,HLM,490
2025-10-01T00:01:00,RHM,128
2025-10-01T00:01:00,BM29,71
2025-10-01T00:01:00,Q81,76
2025-10-01T00:01:00,C20,153
2025-10-01T00:01:00,FR3M,163
2025-10-01T00:01:00,C32,288
2025-10-01T00:01:00,C6,131
2025-10-01T00:01:00,TG2,114
2025-10-01T00:01:00,BP1,279
2025-10-01T00:01:00,TG1,62
2025-10-01T00:01:00,TGM2,125
2025-10-01T00:01:00,TE14,31
2025-10-01T00:01:00,BM3,0
2025-10-01T00:01:00,BM9,121
2025-10-01T00:01:00,HG44,13
2025-10-01T00:01:00,HG64,43
2025-10-01T00:01:00,PM27,121
2025-10-01T00:01:00,PM28,99
2025-10-01T00:01:00,TM36,60
2025-10-01T00:01:00,TM37,75
2025-10-01T00:01:00,T50,111
2025-10-01T00:01:00,T51,45
2025-10-01T00:01:00,TM43,177
2025-10-01T00:01:00,T15,18
2025-10-01T00:01:00,T16,38
2025-10-01T00:01:00,T17,90
2025-10-01T00:01:00,T18,49
2025-10-01T00:01:00,B9,120
2025-10-01T00:01:00,B10,188
2025-10-01T00:01:00,B14,61
2025-10-01T00:01:00,WCB,81
2025-10-01T00:01:00,ACB,71
2025-10-01T00:01:00,CY,8
2025-10-01T00:01:00,AM46,73
2025-10-01T00:01:00,A12,100
2025-10-01T00:01:00,BE45,64
2025-10-01T00:01:00,BE39,110
2025-10-01T00:01:00,BE40,201
2025-10-01T00:01:00,Y79M,190
2025-10-01T00:01:00,CR29,4
2025-10-01T00:01:00,KLM,263
2025-10-01T00:01:00,SE34,56
2025-10-01T00:01:00,KB7,54
2025-10-01T00:01:00,SE31,21
2025-10-01T00:01:00,J56,13
2025-10-01T00:01:00,J57,344
2025-10-01T00:01:00,J57L,11
2025-10-01T00:01:00,J33,47
2025-10-01T00:01:00,J34,55
2025-10-01T00:01:00,BL8,327
2025-10-01T00:01:00,J36,103
2025-10-01T00:01:00,J54,146
2025-10-01T00:01:00,J55,90
2025-10-01T00:01:00,J43,64
2025-10-01T00:01:00,J46,32
2025-10-01T00:01:00,KB1,93
2025-10-01T00:01:00,GBM,332
2025-10-01T00:01:00,SE14,61
2025-10-01T00:01:00,SE50,366
2025-10-01T00:01:00,J40,36
2025-10-01T00:01:00,JM1,131
2025-10-01T00:01:00,J32,84
2025-10-01T00:01:00,A11,217
2025-10-01T00:01:00,TR1,138
2025-10-01T00:01:00,JBM,203
2025-10-01T00:01:00,TE2,136
2025-10-01T00:01:00,CR31,5
2025-10-01T00:01:00,J1,160
2025-10-01T00:01:00,J2,82
2025-10-01T00:01:00,J3,131
2025-10-01T00:01:00,T37,505
2025-10-01T00:01:00,KB3,78
2025-10-01T00:01:00,KBM,141
2025-10-01T00:01:00,J4,48
2025-10-01T00:01:00,TGM1,181
2025-10-01T00:01:00,TG3,100
2025-10-01T00:01:00,TG6,83
2025-10-01T00:01:00,TG7,160
2025-10-01T00:01:00,CR30,5
2025-10-01T00:01:00,RCM,60
2025-10-01T00:01:00,EPM,129
2025-10-01T00:01:00,TGM3,205
2025-10-01T00:01:00,KB14,47
2025-10-01T00:01:00,J41,100
2025-10-01T00:01:00,JBM2,40
2025-10-01T00:01:00,J39,73
2025-10-01T00:01:00,J52,155
2025-10-01T00:01:00,J51,134
2025-10-01T00:01:00,J53,66
2025-10-01T00:01:00,T19,333
2025-10-01T00:01:00,J49,115
2025-10-01T00:01:00,J27,0
2025-10-01T00:01:00,TB14,8
2025-10-01T00:01:00,U19,226
2025-10-01T00:01:00,U6,61
2025-10-01T00:01:00,U45,47
2025-10-01T00:01:00,BBM7,154
2025-10-01T00:01:00,BE12,161
2025-10-01T00:01:00,HG41,123
2025-10-01T00:01:00,HG43,188
2025-10-01T00:01:00,MN1,68
2025-10-01T00:01:00,MNRM,168
2025-10-01T00:01:00,MN2,87
2025-10-01T00:01:00,C7,0
2025-10-01T00:01:00,C17,14
2025-10-01T00:01:00,C20M,458
2025-10-01T00:01:00,T41,130
2025-10-01T00:01:00,T42,28
2025-10-01T00:01:00,TM42,230
2025-10-01T00:01:00,J48,301
2025-10-01T00:01:00,BH1,41
2025-10-01T00:01:00,BH2,36
2025-10-01T00:01:00,BKE7,139
2025-10-01T00:01:00,BR5,58
2025-10-01T00:01:00,BRM3,201
2025-10-01T00:01:00,BRM4,50
2025-10-01T00:01:00,M16,53
2025-10-01T00:01:00,M20,0
2025-10-01T00:01:00,M35,3
2025-10-01T00:01:00,M36,0
2025-10-01T00:01:00,M37,2
2025-10-01T00:01:00,M38,2
2025-10-01T00:01:00,MM3,178
2025-10-01T00:01:00,MP12,89
2025-10-01T00:01:00,MP13,199
2025-10-01T00:01:00,MP1M,306
2025-10-01T00:01:00,PP1,47
2025-10-01T00:01:00,PP2,77
2025-10-01T00:01:00,PP3,91
2025-10-01T00:01:00,PP4,0
2025-10-01T00:01:00,PP5,125
2025-10-01T00:01:00,TP10,23
2025-10-01T00:01:00,TP14,17
2025-10-01T00:01:00,TP16,589
2025-10-01T00:01:00,TP17,72
2025-10-01T00:01:00,TP18,320
2025-10-01T00:01:00,TP2,3
2025-10-01T00:01:00,TPMG,88
2025-10-01T00:01:00,TP36,8
2025-10-01T00:01:00,TPM4,135
2025-10-01T00:01:00,TPM5,202
2025-10-01T00:01:00,TPM6,145
2025-10-01T00:01:00,TP27,118
2025-10-01T00:01:00,TPMN,447
2025-10-01T00:01:00,TPMP,204
2025-10-01T00:01:00,WDB1,20
2025-10-01T00:01:00,Y23,259
2025-10-01T00:01:00,Y24,64
2025-10-01T00:01:00,Y56,17
2025-10-01T00:01:00,BBM1,218
2025-10-01T00:01:00,BBM8,115
2025-10-01T00:01:00,BJ10,23
2025-10-01T00:01:00,BJ11,10
2025-10-01T00:01:00,BJ12,247
2025-10-01T00:01:00,BJ17,79
2025-10-01T00:01:00,BJ18,65
2025-10-01T00:01:00,BJ28,362
2025-10-01T00:01:00,BJ3,291
2025-10-01T00:01:00,BJ33,247
2025-10-01T00:01:00,BJ42,142
2025-10-01T00:01:00,BJ45,135
2025-10-01T00:01:00,SK44,0
2025-10-01T00:01:00,U48,26
2025-10-01T00:01:00,U5,46
2025-10-01T00:01:00,JM14,259
2025-10-01T00:01:00,JM12,268
2025-10-01T00:01:00,W39,13
2025-10-01T00:01:00,PL67,294
2025-10-01T00:01:00,SK40,0
2025-10-01T00:01:00,U9,46
2025-10-01T00:01:00,U26,177
2025-10-01T00:01:00,U25,178
2025-10-01T00:01:00,U24T,19
2025-10-01T00:01:00,U24,55
2025-10-01T00:01:00,U23,189
2025-10-01T00:01:00,U22,122
2025-10-01T00:01:00,U21,88
2025-10-01T00:01:00,U2,276
2025-10-01T00:01:00,J45,143
2025-10-01T00:01:00,TM25,0
2025-10-01T00:01:00,TM26,32
2025-10-01T00:01:00,TM27,180
2025-10-01T00:01:00,J37,60
2025-10-01T00:01:00,BM1,12
2025-10-01T00:01:00,BM2,29
2025-10-01T00:01:00,BM26,338
2025-10-01T00:01:00,BWM,123
2025-10-01T00:01:00,TBMT,28
2025-10-01T00:01:00,TPM,249
2025-10-01T00:01:00,U29,318
2025-10-01T00:01:00,U27,11
2025-10-01T00:01:00,U18,81
2025-10-01T00:01:00,U30,56
2025-10-01T00:01:00,SK48,0
2025-10-01T00:01:00,TE25,121
