date_time,carpark_id,available_slots
2025-08-01T00:01:00,HE12,53
2025-08-01T00:01:00,HLM,489
2025-08-01T00:01:00,RHM,143
2025-08-01T00:01:00,BM29,64
2025-08-01T00:01:00,Q81,84
2025-08-01T00:01:00,C20,154
2025-08-01T00:01:00,FR3M,165
2025-08-01T00:01:00,C32,288
2025-08-01T00:01:00,C6,77
2025-08-01T00:01:00,TG2,113
2025-08-01T00:01:00,BP1,278
2025-08-01T00:01:00,TG1,55
2025-08-01T00:01:00,TGM2,121
2025-08-01T00:01:00,TE14,33
2025-08-01T00:01:00,BM3,0
2025-08-01T00:01:00,BM9,121
2025-08-01T00:01:00,HG44,4
2025-08-01T00:01:00,HG64,46
2025-08-01T00:01:00,PM27,126
2025-08-01T00:01:00,PM28,92
2025-08-01T00:01:00,TM36,63
2025-08-01T00:01:00,TM37,72
2025-08-01T00:01:00,T50,119
2025-08-01T00:01:00,T51,48
2025-08-01T00:01:00,TM43,167
2025-08-01T00:01:00,T15,20
2025-08-01T00:01:00,T16,46
2025-08-01T00:01:00,T17,79
2025-08-01T00:01:00,T18,45
2025-08-01T00:01:00,B9,127
2025-08-01T00:01:00,B10,198
2025-08-01T00:01:00,B14,61
2025-08-01T00:01:00,WCB,84
2025-08-01T00:01:00,ACB,62
2025-08-01T00:01:00,CY,4
2025-08-01T00:01:00,AM46,64
2025-08-01T00:01:00,A12,102
2025-08-01T00:01:00,BE45,42
2025-08-01T00:01:00,BE39,170
2025-08-01T00:01:00,BE40,201
2025-08-01T00:01:00,Y79M,192
2025-08-01T00:01:00,CR29,0
2025-08-01T00:01:00,KLM,261
2025-08-01T00:01:00,SE34,39
2025-08-01T00:01:00,KB7,57
2025-08-01T00:01:00,SE31,18
2025-08-01T00:01:00,J56,13
2025-08-01T00:01:00,J57,341
2025-08-01T00:01:00,J57L,11
2025-08-01T00:01:00,J33,43
2025-08-01T00:01:00,J34,50
2025-08-01T00:01:00,BL8,285
2025-08-01T00:01:00,J36,122
2025-08-01T00:01:00,J54,155
2025-08-01T00:01:00,J55,100
2025-08-01T00:01:00,J43,58
2025-08-01T00:01:00,J46,41
2025-08-01T00:01:00,KB1,84
2025-08-01T00:01:00,GBM,336
2025-08-01T00:01:00,SE14,52
2025-08-01T00:01:00,SE50,387
2025-08-01T00:01:00,J40,36
2025-08-01T00:01:00,JM1,134
2025-08-01T00:01:00,J32,88
