date_time,carpark_id,available_slots
2025-12-01T00:01:00,HE12,31
2025-12-01T00:01:00,HLM,498
2025-12-01T00:01:00,RHM,141
2025-12-01T00:01:00,BM29,78
2025-12-01T00:01:00,Q81,82
2025-12-01T00:01:00,C20,134
2025-12-01T00:01:00,FR3M,121
2025-12-01T00:01:00,C6,122
2025-12-01T00:01:00,TG2,112
2025-12-01T00:01:00,BP1,275
2025-12-01T00:01:00,TG1,71
2025-12-01T00:01:00,TGM2,120
2025-12-01T00:01:00,TE14,33
2025-12-01T00:01:00,BM3,0
2025-12-01T00:01:00,W93,327
2025-12-01T00:01:00,HG44,25
2025-12-01T00:01:00,HG64,51
2025-12-01T00:01:00,PM27,130
2025-12-01T00:01:00,PM28,104
2025-12-01T00:01:00,TM36,66
2025-12-01T00:01:00,TM37,80
2025-12-01T00:01:00,T50,137
2025-12-01T00:01:00,T51,44
2025-12-01T00:01:00,TM43,181
2025-12-01T00:01:00,T15,14
2025-12-01T00:01:00,T16,47
2025-12-01T00:01:00,T17,116
2025-12-01T00:01:00,T18,53
2025-12-01T00:01:00,B9,134
2025-12-01T00:01:00,B10,217
2025-12-01T00:01:00,W92,261
2025-12-01T00:01:00,WCB,80
2025-12-01T00:01:00,ACB,64
2025-12-01T00:01:00,CY,10
2025-12-01T00:01:00,AM46,84
2025-12-01T00:01:00,A12,98
2025-12-01T00:01:00,BE45,59
2025-12-01T00:01:00,BE39,90
2025-12-01T00:01:00,W74,258
2025-12-01T00:01:00,Y79M,184
2025-12-01T00:01:00,CR29,4
2025-12-01T00:01:00,KLM,275
2025-12-01T00:01:00,SE34,55
2025-12-01T00:01:00,KB7,58
2025-12-01T00:01:00,SE31,21
2025-12-01T00:01:00,J56,13
2025-12-01T00:01:00,J57,347
2025-12-01T00:01:00,J57L,9
2025-12-01T00:01:00,J33,47
2025-12-01T00:01:00,J34,54
2025-12-01T00:01:00,BL8,341
2025-12-01T00:01:00,J36,107
2025-12-01T00:01:00,J54,157
2025-12-01T00:01:00,J55,97
2025-12-01T00:01:00,J43,57
2025-12-01T00:01:00,J46,40
2025-12-01T00:01:00,KB1,86
2025-12-01T00:01:00,GBM,337
2025-12-01T00:01:00,SE14,46
2025-12-01T00:01:00,SE50,368
2025-12-01T00:01:00,J40,43
2025-12-01T00:01:00,JM1,128
2025-12-01T00:01:00,J32,92
2025-12-01T00:01:00,A11,213
2025-12-01T00:01:00,TR1,148
2025-12-01T00:01:00,JBM,218
2025-12-01T00:01:00,TE2,141
2025-12-01T00:01:00,CR31,14
2025-12-01T00:01:00,J1,171
2025-12-01T00:01:00,J2,82
2025-12-01T00:01:00,J3,135
2025-12-01T00:01:00,T37,548
2025-12-01T00:01:00,KB3,76
2025-12-01T00:01:00,KBM,145
2025-12-01T00:01:00,J4,54
2025-12-01T00:01:00,TGM1,197
2025-12-01T00:01:00,TG3,94
2025-12-01T00:01:00,TG6,85
2025-12-01T00:01:00,TG7,185
2025-12-01T00:01:00,CR30,8
2025-12-01T00:01:00,RCM,70
2025-12-01T00:01:00,EPM,128
2025-12-01T00:01:00,TGM3,206
2025-12-01T00:01:00,KB14,48
2025-12-01T00:01:00,J41,109
2025-12-01T00:01:00,JBM2,50
2025-12-01T00:01:00,J39,109
2025-12-01T00:01:00,J52,154
2025-12-01T00:01:00,J51,166
2025-12-01T00:01:00,J53,61
2025-12-01T00:01:00,T19,321
2025-12-01T00:01:00,J49,124
2025-12-01T00:01:00,J27,5
2025-12-01T00:01:00,TB14,8
2025-12-01T00:01:00,U19,240
2025-12-01T00:01:00,U6,72
2025-12-01T00:01:00,U45,60
2025-12-01T00:01:00,BBM7,154
2025-12-01T00:01:00,BE12,150
2025-12-01T00:01:00,HG41,143
2025-12-01T00:01:00,HG43,188
2025-12-01T00:01:00,MN1,83
2025-12-01T00:01:00,MNRM,169
2025-12-01T00:01:00,MN2,96
2025-12-01T00:01:00,C7,0
2025-12-01T00:01:00,C17,5
2025-12-01T00:01:00,C20M,460
2025-12-01T00:01:00,T41,136
2025-12-01T00:01:00,T42,33
2025-12-01T00:01:00,TM42,231
2025-12-01T00:01:00,J48,306
2025-12-01T00:01:00,BH1,46
2025-12-01T00:01:00,BH2,34
2025-12-01T00:01:00,BKE7,138
2025-12-01T00:01:00,BR5,59
2025-12-01T00:01:00,BRM3,207
2025-12-01T00:01:00,BRM4,51
2025-12-01T00:01:00,M16,55
2025-12-01T00:01:00,M20,0
2025-12-01T00:01:00,M35,43
2025-12-01T00:01:00,M36,0
2025-12-01T00:01:00,M37,1
2025-12-01T00:01:00,M38,99
2025-12-01T00:01:00,MM3,181
2025-12-01T00:01:00,MP12,66
2025-12-01T00:01:00,MP13,207
2025-12-01T00:01:00,MP1M,317
2025-12-01T00:01:00,PP1,53
2025-12-01T00:01:00,PP2,121
2025-12-01T00:01:00,PP3,113
2025-12-01T00:01:00,PP4,3
2025-12-01T00:01:00,PP5,123
2025-12-01T00:01:00,TP10,38
2025-12-01T00:01:00,TP14,21
2025-12-01T00:01:00,TP16,628
2025-12-01T00:01:00,TP17,71
2025-12-01T00:01:00,TP18,327
2025-12-01T00:01:00,TP2,10
2025-12-01T00:01:00,TPMG,86
2025-12-01T00:01:00,TP36,33
2025-12-01T00:01:00,TPM4,136
2025-12-01T00:01:00,TPM5,206
2025-12-01T00:01:00,TPM6,146
2025-12-01T00:01:00,TP27,128
2025-12-01T00:01:00,TPMN,454
2025-12-01T00:01:00,TPMP,228
2025-12-01T00:01:00,WDB1,25
2025-12-01T00:01:00,Y23,252
2025-12-01T00:01:00,Y24,66
2025-12-01T00:01:00,Y56,9
2025-12-01T00:01:00,BBM1,225
2025-12-01T00:01:00,BBM8,127
2025-12-01T00:01:00,BJ10,29
2025-12-01T00:01:00,BJ11,12
2025-12-01T00:01:00,BJ12,255
2025-12-01T00:01:00,BJ17,76
2025-12-01T00:01:00,BJ18,75
2025-12-01T00:01:00,BJ28,357
2025-12-01T00:01:00,BJ3,310
2025-12-01T00:01:00,BJ33,247
