date_time,carpark_id,available_slots
2025-03-01T00:01:00,HE12,99
2025-03-01T00:01:00,HLM,505
2025-03-01T00:01:00,RHM,144
2025-03-01T00:01:00,BM29,73
2025-03-01T00:01:00,Q81,74
2025-03-01T00:01:00,C20,125
2025-03-01T00:01:00,FR3M,176
2025-03-01T00:01:00,C32,288
2025-03-01T00:01:00,C6,134
2025-03-01T00:01:00,TG2,89
2025-03-01T00:01:00,BP1,286
2025-03-01T00:01:00,TG1,71
2025-03-01T00:01:00,TGM2,118
2025-03-01T00:01:00,TE14,34
2025-03-01T00:01:00,BM3,0
2025-03-01T00:01:00,BM9,121
2025-03-01T00:01:00,HG44,0
2025-03-01T00:01:00,HG64,16
2025-03-01T00:01:00,PM27,135
2025-03-01T00:01:00,PM28,87
2025-03-01T00:01:00,TM36,66
2025-03-01T00:01:00,TM37,76
2025-03-01T00:01:00,T50,114
2025-03-01T00:01:00,T51,77
2025-03-01T00:01:00,TM43,183
2025-03-01T00:01:00,T15,14
2025-03-01T00:01:00,T16,36
2025-03-01T00:01:00,T17,67
2025-03-01T00:01:00,T18,49
2025-03-01T00:01:00,B9,120
2025-03-01T00:01:00,B10,224
2025-03-01T00:01:00,B14,61
2025-03-01T00:01:00,WCB,83
2025-03-01T00:01:00,ACB,65
2025-03-01T00:01:00,CY,7
2025-03-01T00:01:00,AM46,66
2025-03-01T00:01:00,A12,101
2025-03-01T00:01:00,BE45,60
2025-03-01T00:01:00,BE39,58
2025-03-01T00:01:00,BE40,201
2025-03-01T00:01:00,Y79M,207
2025-03-01T00:01:00,CR29,0
2025-03-01T00:01:00,KLM,236
2025-03-01T00:01:00,SE34,58
2025-03-01T00:01:00,KB7,54
2025-03-01T00:01:00,SE31,35
2025-03-01T00:01:00,J56,12
2025-03-01T00:01:00,J57,341
2025-03-01T00:01:00,J57L,10
2025-03-01T00:01:00,J33,53
2025-03-01T00:01:00,J34,53
2025-03-01T00:01:00,BL8,285
2025-03-01T00:01:00,J36,127
2025-03-01T00:01:00,J54,151
2025-03-01T00:01:00,J55,37
2025-03-01T00:01:00,J43,60
2025-03-01T00:01:00,J46,34
2025-03-01T00:01:00,KB1,90
2025-03-01T00:01:00,GBM,351
2025-03-01T00:01:00,SE14,62
2025-03-01T00:01:00,SE50,371
2025-03-01T00:01:00,J40,51
2025-03-01T00:01:00,JM1,141
2025-03-01T00:01:00,J32,78
2025-03-01T00:01:00,A11,222
2025-03-01T00:01:00,TR1,130
2025-03-01T00:01:00,JBM,218
2025-03-01T00:01:00,TE2,134
2025-03-01T00:01:00,CR31,14
2025-03-01T00:01:00,J1,165
2025-03-01T00:01:00,J2,94
2025-03-01T00:01:00,J3,143
2025-03-01T00:01:00,T37,528
2025-03-01T00:01:00,KB3,70
2025-03-01T00:01:00,KBM,153
2025-03-01T00:01:00,J4,58
2025-03-01T00:01:00,TGM1,208
2025-03-01T00:01:00,TG3,96
2025-03-01T00:01:00,TG6,82
2025-03-01T00:01:00,TG7,178
2025-03-01T00:01:00,CR30,5
2025-03-01T00:01:00,RCM,64
2025-03-01T00:01:00,EPM,132
2025-03-01T00:01:00,TGM3,241
2025-03-01T00:01:00,KB14,41
2025-03-01T00:01:00,J41,114
2025-03-01T00:01:00,JBM2,49
2025-03-01T00:01:00,J39,72
2025-03-01T00:01:00,J52,162
2025-03-01T00:01:00,J51,306
2025-03-01T00:01:00,J53,74
2025-03-01T00:01:00,T19,355
2025-03-01T00:01:00,J49,577
2025-03-01T00:01:00,J27,70
2025-03-01T00:01:00,TB14,5
2025-03-01T00:01:00,U19,211
2025-03-01T00:01:00,U6,56
2025-03-01T00:01:00,U45,55
2025-03-01T00:01:00,BBM7,154
2025-03-01T00:01:00,BE12,127
2025-03-01T00:01:00,HG41,119
2025-03-01T00:01:00,HG43,175
2025-03-01T00:01:00,MN1,72
2025-03-01T00:01:00,MNRM,188
2025-03-01T00:01:00,MN2,104
2025-03-01T00:01:00,C7,0
2025-03-01T00:01:00,C17,34
2025-03-01T00:01:00,C20M,458
2025-03-01T00:01:00,T41,123
2025-03-01T00:01:00,T42,33
2025-03-01T00:01:00,TM42,231
2025-03-01T00:01:00,J48,283
2025-03-01T00:01:00,BH1,46
2025-03-01T00:01:00,BH2,37
2025-03-01T00:01:00,BKE7,137
2025-03-01T00:01:00,BR5,49
2025-03-01T00:01:00,BRM3,223
2025-03-01T00:01:00,BRM4,63
2025-03-01T00:01:00,M16,50
2025-03-01T00:01:00,M20,1
2025-03-01T00:01:00,M35,28
2025-03-01T00:01:00,M36,3
2025-03-01T00:01:00,M37,0
2025-03-01T00:01:00,M38,3
2025-03-01T00:01:00,MM3,133
