date_time,carpark_id,available_slots
2025-01-01T00:01:00,HE12,86
2025-01-01T00:01:00,HLM,437
2025-01-01T00:01:00,RHM,170
2025-01-01T00:01:00,BM29,67
2025-01-01T00:01:00,Q81,83
2025-01-01T00:01:00,C20,86
2025-01-01T00:01:00,FR3M,177
2025-01-01T00:01:00,C32,288
2025-01-01T00:01:00,C6,139
2025-01-01T00:01:00,TG2,110
2025-01-01T00:01:00,BP1,281
2025-01-01T00:01:00,TG1,77
2025-01-01T00:01:00,TGM2,127
2025-01-01T00:01:00,TE14,1
2025-01-01T00:01:00,BM3,0
2025-01-01T00:01:00,BM9,121
2025-01-01T00:01:00,HG44,15
2025-01-01T00:01:00,HG64,42
2025-01-01T00:01:00,PM27,149
2025-01-01T00:01:00,PM28,50
2025-01-01T00:01:00,TM36,58
2025-01-01T00:01:00,TM37,70
2025-01-01T00:01:00,T50,119
2025-01-01T00:01:00,T51,88
2025-01-01T00:01:00,TM43,201
2025-01-01T00:01:00,T15,15
2025-01-01T00:01:00,T16,36
2025-01-01T00:01:00,T17,111
2025-01-01T00:01:00,T18,0
2025-01-01T00:01:00,B9,89
2025-01-01T00:01:00,B10,238
2025-01-01T00:01:00,B14,61
2025-01-01T00:01:00,WCB,67
2025-01-01T00:01:00,ACB,66
2025-01-01T00:01:00,CY,1
2025-01-01T00:01:00,AM46,69
2025-01-01T00:01:00,A12,87
2025-01-01T00:01:00,BE45,43
2025-01-01T00:01:00,BE39,7
2025-01-01T00:01:00,BE40,201
2025-01-01T00:01:00,Y79M,251
2025-01-01T00:01:00,CR29,0
2025-01-01T00:01:00,KLM,266
2025-01-01T00:01:00,SE34,73
2025-01-01T00:01:00,KB7,53
2025-01-01T00:01:00,SE31,26
2025-01-01T00:01:00,J56,13
2025-01-01T00:01:00,J57,329
2025-01-01T00:01:00,J57L,8
2025-01-01T00:01:00,J33,53
2025-01-01T00:01:00,J34,54
2025-01-01T00:01:00,BL8,0
2025-01-01T00:01:00,J36,163
2025-01-01T00:01:00,J54,157
2025-01-01T00:01:00,J55,101
2025-01-01T00:01:00,J43,72
2025-01-01T00:01:00,J46,40
2025-01-01T00:01:00,KB1,72
2025-01-01T00:01:00,GBM,394
2025-01-01T00:01:00,SE14,77
2025-01-01T00:01:00,SE50,390
2025-01-01T00:01:00,J40,57
2025-01-01T00:01:00,JM1,147
2025-01-01T00:01:00,J32,90
2025-01-01T00:01:00,A11,217
2025-01-01T00:01:00,TR1,98
2025-01-01T00:01:00,JBM,233
2025-01-01T00:01:00,TE2,144
2025-01-01T00:01:00,CR31,8
2025-01-01T00:01:00,J1,168
2025-01-01T00:01:00,J2,108
2025-01-01T00:01:00,J3,151
2025-01-01T00:01:00,T37,529
2025-01-01T00:01:00,KB3,69
2025-01-01T00:01:00,KBM,155
2025-01-01T00:01:00,J4,51
2025-01-01T00:01:00,TGM1,226
2025-01-01T00:01:00,TG3,103
2025-01-01T00:01:00,TG6,93
2025-01-01T00:01:00,TG7,185
2025-01-01T00:01:00,CR30,5
2025-01-01T00:01:00,RCM,38
2025-01-01T00:01:00,EPM,129
2025-01-01T00:01:00,TGM3,268
2025-01-01T00:01:00,KB14,39
2025-01-01T00:01:00,J41,122
2025-01-01T00:01:00,JBM2,54
2025-01-01T00:01:00,J39,90
2025-01-01T00:01:00,J52,220
2025-01-01T00:01:00,J51,362
2025-01-01T00:01:00,J53,96
2025-01-01T00:01:00,T19,430
2025-01-01T00:01:00,J49,606
2025-01-01T00:01:00,J27,57
2025-01-01T00:01:00,TB14,16
2025-01-01T00:01:00,U19,225
2025-01-01T00:01:00,U6,51
2025-01-01T00:01:00,U45,56
2025-01-01T00:01:00,BBM7,155
2025-01-01T00:01:00,BE12,170
2025-01-01T00:01:00,HG41,156
2025-01-01T00:01:00,HG43,200
2025-01-01T00:01:00,MN1,105
2025-01-01T00:01:00,MNRM,203
2025-01-01T00:01:00,MN2,127
2025-01-01T00:01:00,C7,1
2025-01-01T00:01:00,C17,0
2025-01-01T00:01:00,C20M,459
2025-01-01T00:01:00,T41,96
2025-01-01T00:01:00,T42,45
2025-01-01T00:01:00,TM42,243
2025-01-01T00:01:00,J48,332
2025-01-01T00:01:00,BH1,42
2025-01-01T00:01:00,BH2,35
2025-01-01T00:01:00,BKE7,144
2025-01-01T00:01:00,BR5,60
2025-01-01T00:01:00,BRM3,236
2025-01-01T00:01:00,BRM4,59
2025-01-01T00:01:00,M16,44
2025-01-01T00:01:00,M20,7
2025-01-01T00:01:00,M35,22
2025-01-01T00:01:00,M36,0
2025-01-01T00:01:00,M37,0
2025-01-01T00:01:00,M38,14
2025-01-01T00:01:00,MM3,146
2025-01-01T00:01:00,MP12,104
2025-01-01T00:01:00,MP13,192
2025-01-01T00:01:00,MP1M,302
2025-01-01T00:01:00,PP1,74
2025-01-01T00:01:00,PP2,126
2025-01-01T00:01:00,PP3,125
2025-01-01T00:01:00,PP4,8
2025-01-01T00:01:00,PP5,139
2025-01-01T00:01:00,TP10,43
2025-01-01T00:01:00,TP14,21
2025-01-01T00:01:00,TP16,593
2025-01-01T00:01:00,TP17,68
2025-01-01T00:01:00,TP18,326
2025-01-01T00:01:00,TP2,16
2025-01-01T00:01:00,TPMG,90
2025-01-01T00:01:00,TP36,48
2025-01-01T00:01:00,TPM4,151
2025-01-01T00:01:00,TPM5,209
2025-01-01T00:01:00,TPM6,165
2025-01-01T00:01:00,TP27,112
2025-01-01T00:01:00,TPMN,489
2025-01-01T00:01:00,TPMP,286
2025-01-01T00:01:00,WDB1,13
2025-01-01T00:01:00,Y23,309
2025-01-01T00:01:00,Y24,71
2025-01-01T00:01:00,Y56,0
2025-01-01T00:01:00,BBM1,246
2025-01-01T00:01:00,BBM8,159
2025-01-01T00:01:00,BJ10,81
2025-01-01T00:01:00,BJ11,23
2025-01-01T00:01:00,BJ12,173
2025-01-01T00:01:00,BJ17,96
2025-01-01T00:01:00,BJ18,93
2025-01-01T00:01:00,BJ28,373
2025-01-01T00:01:00,BJ3,357
2025-01-01T00:01:00,BJ33,276
2025-01-01T00:01:00,BJ42,186
2025-01-01T00:01:00,BJ45,145
2025-01-01T00:01:00,SK44,0
2025-01-01T00:01:00,U48,45
2025-01-01T00:01:00,U5,63
2025-01-01T00:01:00,JM14,268
2025-01-01T00:01:00,JM12,309
2025-01-01T00:01:00,W39,40
2025-01-01T00:01:00,PL67,348
2025-01-01T00:01:00,SK40,0
2025-01-01T00:01:00,U9,66
2025-01-01T00:01:00,U26,221
2025-01-01T00:01:00,U25,259
2025-01-01T00:01:00,U24T,0
2025-01-01T00:01:00,U24,109
2025-01-01T00:01:00,U23,317
2025-01-01T00:01:00,U22,205
2025-01-01T00:01:00,U21,139
2025-01-01T00:01:00,U2,489
2025-01-01T00:01:00,J45,21
2025-01-01T00:01:00,TM25,19
2025-01-01T00:01:00,TM26,51
2025-01-01T00:01:00,TM27,186
2025-01-01T00:01:00,J37,46
2025-01-01T00:01:00,BM1,0
2025-01-01T00:01:00,BM2,25
2025-01-01T00:01:00,BM26,351
2025-01-01T00:01:00,BWM,115
2025-01-01T00:01:00,TBMT,34
2025-01-01T00:01:00,TPM,251
2025-01-01T00:01:00,U29,312
2025-01-01T00:01:00,U27,15
2025-01-01T00:01:00,U18,124
2025-01-01T00:01:00,U30,83
2025-01-01T00:01:00,SK48,50
2025-01-01T00:01:00,TE25,82
2025-01-01T00:01:00,TE3,0
2025-01-01T00:01:00,TE4,0
2025-01-01T00:01:00,U28,12
2025-01-01T00:01:00,A15,39
2025-01-01T00:01:00,BM28,2
2025-01-01T00:01:00,BM30,0
2025-01-01T00:01:00,BTM,163
2025-01-01T00:01:00,BTM2,367
2025-01-01T00:01:00,SAM2,87
2025-01-01T00:01:00,TBM2,32
2025-01-01T00:01:00,TJ34,221
2025-01-01T00:01:00,U31,214
2025-01-01T00:01:00,BL13,142
2025-01-01T00:01:00,HG10,88
2025-01-01T00:01:00,W3,217
2025-01-01T00:01:00,BJ65,76
2025-01-01T00:01:00,CK19,22
2025-01-01T00:01:00,CK4,4
2025-01-01T00:01:00,CK42,144
2025-01-01T00:01:00,CK7,228
2025-01-01T00:01:00,TW1,21
2025-01-01T00:01:00,TW2,129
2025-01-01T00:01:00,TW3,153
2025-01-01T00:01:00,SK49,99
2025-01-01T00:01:00,B16,190
2025-01-01T00:01:00,B17,178
2025-01-01T00:01:00,B20,156
2025-01-01T00:01:00,B42,83
2025-01-01T00:01:00,B45,44
2025-01-01T00:01:00,B6,456
2025-01-01T00:01:00,B63,49
2025-01-01T00:01:00,B65,220
2025-01-01T00:01:00,B7,50
2025-01-01T00:01:00,B70,27
2025-01-01T00:01:00,B71,139
2025-01-01T00:01:00,B7A,0
2025-01-01T00:01:00,B8,49
2025-01-01T00:01:00,B80,233
2025-01-01T00:01:00,B84,547
2025-01-01T00:01:00,B90,75
2025-01-01T00:01:00,CC5,56
2025-01-01T00:01:00,CC6,29
2025-01-01T00:01:00,B30,119
2025-01-01T00:01:00,B31,52
2025-01-01T00:01:00,TJ28,486
2025-01-01T00:01:00,TJ31,419
2025-01-01T00:01:00,TJ37,384
2025-01-01T00:01:00,AM16,62
2025-01-01T00:01:00,AM32,23
2025-01-01T00:01:00,BJ2,203
2025-01-01T00:01:00,CK48,135
2025-01-01T00:01:00,BE8,296
2025-01-01T00:01:00,SE11,109
2025-01-01T00:01:00,SE20,506
2025-01-01T00:01:00,SE21,13
2025-01-01T00:01:00,SE22,10
2025-01-01T00:01:00,SE23,149
2025-01-01T00:01:00,SE24,120
2025-01-01T00:01:00,SE53,299
2025-01-01T00:01:00,SK50,65
2025-01-01T00:01:00,FR4M,26
2025-01-01T00:01:00,BJ31,23
2025-01-01T00:01:00,BJ32,309
2025-01-01T00:01:00,BJ34,68
2025-01-01T00:01:00,BJ35,46
2025-01-01T00:01:00,BJ36,43
2025-01-01T00:01:00,BJ37,294
2025-01-01T00:01:00,TP31,0
2025-01-01T00:01:00,BJ38,116
2025-01-01T00:01:00,BJ39,368
2025-01-01T00:01:00,BJ40,208
2025-01-01T00:01:00,CK38,136
2025-01-01T00:01:00,A38,546
2025-01-01T00:01:00,A43,4
2025-01-01T00:01:00,CK8,294
2025-01-01T00:01:00,CK8A,281
2025-01-01T00:01:00,CK39,134
2025-01-01T00:01:00,CK41,214
2025-01-01T00:01:00,CK46,327
2025-01-01T00:01:00,CK47,533
2025-01-01T00:01:00,SE32,72
2025-01-01T00:01:00,SE33,87
2025-01-01T00:01:00,SE39,68
2025-01-01T00:01:00,BJ43,693
2025-01-01T00:01:00,CK22,187
2025-01-01T00:01:00,CK36,205
